Project_name,Country,Site,Latitude,Longitude,Exposure,Reef_slope,Reef_type,Reef_zone,Year,Month,Day,Start time,Tide,Visibility,Current,Depth,Relative_depth,Management_name,Management_secondary_name,Management year established,Management size,Governance,Estimated compliance,Management_rules,Transect_number,Transect_label,Transect_length_surveyed,Observers,Benthic_category,Benthic_attribute,Growth_form,LIT_CM,Total transect cm,Site notes,Management notes,Sample unit notes
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,76,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,32,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Millepora,,18,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Digitate,12,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Digitate,6,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Digitate,18,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Encrusting,18,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Foliose,20,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Macroalgae,Macroalgae,,46,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,26,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Digitate,24,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Encrusting,10,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Foliose,22,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,110,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Foliose,12,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Foliose,28,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,42,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,26,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Soft coral,Soft coral,,22,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,32,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Other invertebrates,Sponge,,4,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Sand,Sand,,16,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Millepora,,40,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Mushroom coral,10,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Foliose,10,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,30,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Macroalgae,Macroalgae,,38,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,66,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Sand,Sand,,94,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,354,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Foliose,22,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Encrusting,12,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Mushroom coral,12,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Millepora,,24,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,28,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Millepora,,60,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Encrusting,26,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,66,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Foliose,26,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Massive,16,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Sand,Silt,,144,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,34,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Bare substrate,Dead coral,,30,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Millepora,,4,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Millepora,,52,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Foliose,4,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,90,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Encrusting,36,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Mushroom coral,16,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,16,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,48,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Other invertebrates,Sponge,,10,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,134,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Digitate,12,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Other invertebrates,Sponge,,4,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Encrusting,14,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,70,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Encrusting,54,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Foliose,26,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,12,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,34,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,72,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,28,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Macroalgae,Macroalgae,,10,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Foliose,12,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Sand,Silt,,22,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,70,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Massive,38,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Other invertebrates,Sponge,,4,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Sand,Silt,,16,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Foliose,30,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Macroalgae,Macroalgae,,14,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Soft coral,Soft coral,,44,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Sand,Silt,,230,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Encrusting,72,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Mushroom coral,10,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Sand,Silt,,4,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Foliose,20,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Bare substrate,Dead coral,,8,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Foliose,18,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Sand,Silt,,44,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Millepora,,6,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,54,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,6,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Digitate,14,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Sand,Silt,,10,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Millepora,,88,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Foliose,34,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,84,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Foliose,22,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Digitate,4,5000,,,
2017_Coastal Resource Monitoring,Philippines,Ligit,10.48851667,119.6805833,semi-exposed,flat,fringing,fore reef,2017,9,10,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Foliose,34,5000,,,
